segment,answerDate,NPS,impactInteraction,reason,improvement
1,3,10,5,Más rápida intuitiva fácil de hacer las transacciones más fácil todo,Poder hacer recargas en Nequi y DaviPlata al instante
1,1,9,3,Es una app muy facil de usar,Nada
1,2,10,3,Estoy conforme con los servicios del bancopc,D mi parte estoy bien así con los servicios prestados
1,3,9,3,No observé un cambio trascendental,No es mala. A veces menos es más
1,1,9,4,Eficiente,
2,2,10,3,Sigue siendo rápida y eficaz,Mantenerse así
1,3,10,5,Porque es muy buena ya que se evita la ida al banco para realizar una transferencia o un retiro ya que muchas veces hay muchas colas en el banco y otras veces no tenemos el tiempo suficiente para desplazarse al banco y otras veces hay mucho tráfico que evita llegar a tiempo,sería bueno q tengan un servicio al cliente directamente al cual se pueda comunicar directamente sin tener q esperar tanto en la línea que sea de contestación instantánea  porq la verdad a veces da pereza llamar porque es muy complicado encontrar la solución al problema que tenemos
1,1,10,4,Porque el servicio de transfiya,"Nada por el momento, siempre me ha funcionado muy bien"
1,2,10,5,Es precisa,Sin comentarios
1,3,10,5,Transacciones rápidas y efectivas.,"Por el momento, nada."
3,1,10,4,Buen servicio,Sin comentarios
2,2,10,4,"Buen servicio, facil de usar.",Facilitar la cominicacion con servicio al cliente.
2,3,9,3,,
1,1,10,5,,
1,2,10,5,Porque fue facil y rapida sin contratiempo,"Estoy contenta, creo que esta bien"
3,3,9,5,"Facilidad, entendíble la pagina, aplicación clara y fácil","Por ahora esta muy bien, muy fácil de accesar e interactuar"
1,1,9,5,Porque el servicio es muy fácil rápido y seguro,Tener o crear un código QR para recibir y realizar pagos
1,2,10,5,Ha Sido eficiente i,Nada
2,3,9,5,me he sentido bien atendida a todos mis requerimientos.,Bueno revisar las inquietudes a tiempo
1,1,10,3,,
2,2,9,3,Siempre es eficiente.,
1,3,10,5,La seguridad,Tener agentes que atiendan mi duda
2,1,10,3,Siempre el servicio es muy bueno,Que el pago de la tarjeta de crédito se vea reflejado más rápido
1,2,10,5,las transacciones q hago se hacen de una manera facil,los problemas con el software malicioso en internet me abstiene de no usar mucho la aplicacion por que varias personas q conozco han tenido problemas de perdida de dinero
2,3,9,5,,
1,1,10,5,Por qué es rápido y útil,Jeneral más productos con buenos descuentos
1,2,10,3,Porque siempre he estado a gusto y satisfecha .,
2,3,10,3,Porque ya la conocía,Ninguna
3,1,10,3,Se mantienen condiciones,Ninguna
1,2,10,5,Me siento satisfecha con el servicio que prestan.,"Cuando se hacen transferencias el sistema dice bajar el resultado al hacer click, no siempre lo hace.  
Tambien dicen ir al inicio y es confuso porque o vas al inicio o te saca del banco,cualquiera de las dos."
2,3,10,3,Hasta ahora ha sido excelente la atención y prestación de servicios.,En el momento no tengo sugerencias.
1,1,10,5,,Muy buen servicio
1,2,10,5,Rapidez seguridas,
3,3,9,3,,
2,1,10,5,Muy eficiente y fácil de usar,Por ahora ninguna
1,2,10,3,Muy buena siempre,Por el momento ha funcionado bien
3,3,10,5,Realizo todos mis movimientos desde la app,Nada
1,1,10,5,Facil y práctica.... Las transacciones son rapidas y de confianza.,Que en la aplicación permitan solixtar productos de manera virtual
1,2,10,5,He visto novedade en la plataforma tanto para pago por pse como en la banca virtual pero sí creo que hacen falta cambios como que la cuenta de bolsillo no aparezca en pagos para PC también faltaría como una clave dinámica que llegue de mensaje de texto Buscar más alternativa para darle más seguridad a las transacciones,"En cuanto a pago por pse habría que quitar que aparezca la cuenta ahorro bolsillo, en cuanto en transacciones con pagos como opción de pago tarjeta tanto en sitios web como en datáfonos y que el datáfono que lee chip creo que hace falta más seguridad como poner una clave dinámica o que llegue un mensaje de texto para darle más seguridad a los pagos con tarjeta en web site creo que falta más seguridad"
2,3,10,5,"Porque es confiable, las transacciones son rápidas y sin inconvenientes",Yo vivo en Estados Unidos y hasta el momento me parece excelente la app fuera de Colombia
1,1,9,3,A veces no funciona correctamente,Que se me elimine el ingreso con huella dactilar me parece más seguro
1,2,10,4,,Por el momento todo marcha bien
2,3,10,5,Por mantener excelentes niveles de seguridad que aumenta la confianza depositada en la entidad bancaria,Me encuentro satisfecho con la aplicación
1,1,10,4,Facilidad de acceso,Más convenios
1,2,10,3,Porque desde que estoy utilizando este medio me ha parecido muy eficiente y recomendable.,
2,3,10,3,Siempre el servicio ha sido excelente,"Por ahora, continuar así"
2,1,10,5,Todo funciono,
2,2,10,4,Facilidad de ingreso,Informar cuando se deba actualizar la app
1,3,10,5,Muy efectiva y segura,Hasta el momento todo bien
2,1,10,5,Es segura,Sin comentarios
2,2,10,4,Continua siendo una App amigable,
1,3,10,4,Fácil de manejar,
2,1,10,4,La aplicación es muy útil para realizar operaciones bancarias.,Nada en especial
1,2,10,3,,Que las transferencias a otros bancos lleguen de inmediato
1,3,10,5,"Es fácil de usar, rápidamente se pueden cambiar de forma autonoma y automática los montos de transacciones sin tener que recurrir a alguien del Banco.",Para mí funciona muy bien
2,1,9,5,Es rápido. No tiene costo y fscil de usar,Todo esta bn
1,2,10,5,"ES MUY FACIL, RAPIDO",Para mi esta bien
1,3,10,5,Es muy rápida,Para los que estamos fuera se debiria poder acceder a la banca virtual durante las 24 horas.
2,1,9,3,Esta bien sin cambios,Ajustar texto en ios
1,2,10,5,Es muy buena,Algunas cosas solo son posibles desde la página web. Sería bueno que la app las brinde
1,3,10,3,Siempre me ha parecido genial,Cómo esta excelente
1,1,10,3,,Constantemente no se encuentra disponible temprano y tarde
1,2,10,5,Es fácil de usar,
1,3,10,5,"Agilidad, seguridad","Codigo de confirmación transaccion en linea a veces se demora mucho en llegar. Se puede mejorar?
Bajar valor transacciones de avance en efectivo por caja"
1,1,10,5,Hacer pagos y trámites por la plataforma es sencillo,
2,2,10,5,"Me permite hacer mis transacciones sin moverme de casa y lo más relevante, Scotiabank está siempre a la vanguardia y en constante adaptación de los más recientes modelos de banking personal.","Me parece interesante que tengan una opción en la banca online que permita diferir el pago de las deudas, proporcionando de acuerdo al perfil de cliente, las opciones disponibles para ello."
2,3,10,5,Más créditos se necesitan,Yo la veo bien
2,1,10,5,Práctica sencilla y efectiva sin demoras. Genera satisfacción utilizarla.,Para mi esta bien así.
1,2,9,5,Por qué le dan seguridad y facilidades,Seguir igual o mejorar
1,3,10,5,,
2,1,9,3,Porque siempre me ha parecido muy completa para mis necesidades y fácil de usar.,"Últimamente al ingresar a mi sesión en el aplicativo no me muestra las cuentas de ahorro que poseo y necesito salir e ingresar más tarde.

Adicionalmente también esporádicamente no genera los movimientos de la cuenta de ahorros."
2,2,10,5,Muy fácil de usar,Seguir asi
1,3,10,5,"Me gusta mucho la facilidad con que puedo hacer mis pagos, siento que hay mucha seguridad",Creo que está perfecta
1,1,10,5,Una aplicacion sencilla y excelente,Tido perfecto nada
1,2,9,3,Sigue siendo facil,.
1,3,10,5,Por q me facilita mucho la seguridad de mi economía,Seguir innovando
1,1,10,5,Porq es rápida y confiable,En este momento no tengo nada en mente
1,2,10,5,,
1,3,10,5,,
1,1,9,5,Buen servicio,Me parece excelente todo es muy bueno
1,2,9,4,,
2,3,10,5,No la había utilizado durante algún tiempo y me pareció que simplifica los procedimientos.,
2,1,10,5,,
1,2,10,5,,
2,3,10,3,Siempre ha sido muy eficiente,Nada. Esta perfecta
1,1,10,5,,
1,2,10,5,Ahorro tiempo,Información al celular por mensaje de texto
1,3,10,5,Son Diligentes,Generar % de rentabilidad más altos
1,1,10,5,excelente rápido sencillo y segura,Para mi van bien así
2,2,9,4,Es muy fácil de usar,Mejorar la funcionalidad de recibir giros del exterior
1,3,10,5,"Porque las respuestas a las solicitudes, son inmediatas, claras y concisas",Absolutamente nada
2,1,10,5,TODO ESTA A LA MANO,POR EL MOMENTO CREO QUE TODO ESTA BIEN
2,2,10,4,Rapido,Mensaje cuando entre dinero a la cuenta
1,3,10,5,"Es rápida y me hace sentir segura con todos los filtros de seguridad que piden para cualquier movimiento, gracias por eso.",Por ahora está genial.
1,1,10,3,,
1,2,10,5,Por la atención que es buena,Para mí todo está bien gracias
2,3,9,4,,Todo está bien con la banca
1,1,10,5,"Una muy buena atención, muy formal y ágil.",No me imagino nada
3,2,10,3,Vengo usándola y funciona bien.,Inicialmente no se me ocurre nada más especial para agregar. Excepto poder ver que CDT paga mejor vs tiempo
2,3,9,5,,
2,1,10,5,Porque es sencilla pero a la vez segura o eso parece,
2,2,9,3,,
1,3,10,5,Por la facilidad y seguridad en las transacciones bancarias que dan mucha garantía al realizar los procedimientos de pago,Me gustaría que se pudiera recargar la tarjeta tu llave para no tener que estarme desplazando a recargar de manera física
1,1,10,4,Porque cobra mucho el manejo de tarjeta,Ninguno
1,2,10,3,es lo usual,seguir garantizando la seguridad
1,3,10,4,Por el servicio agil,Todo excelente
2,1,10,5,por mi ttiempo,"que una persona conteste, muy importante que no sea solo la grabacion"
1,2,10,4,Scotiabank Colpatria me proporciona una excelente experiencia bancaria en linea. Sigan progresando en esta area. Son muy buenos!,"Permitir mas productos en linea, ver cual es mi historial crediticio, poder hacer inversiones con sus productos, tener acceso a comunicarme con mi banquero en linea."
1,3,10,5,eficiencia y cordialidad,de pronto poder contar con asesoria en el momento de usarla
1,1,10,5,"Es una APP muy sencilla de manejar, adicionalmente me permite conocer de manera oportuna todos mis productos y me es fácil pagar por este medio cualquier obligación . Por otra parte la verificación de identidad mediante código enviado al correo electrónico me parece una forma muy segura de proteger mi dinero.",
2,2,9,3,"En las noches no funciona la página . . . es normal que ya no funcione y eso no está bien . . . . normalizar las fallas.

Lo demás funciona bien.",que funcione siempre y las ventanas de mantenimiento sean programadas.
1,3,10,5,,
2,1,10,5,Me parece que han mejorado mucho en la seguridad en la pagia wed d elos haker,seguir mejorando mas
2,2,10,4,Rapidez y seguridad,Mantener un control de seguridad y efectividad y rapidez en los procesos
1,3,9,5,Es practica y amigable,"Mejorar las transferencias al exterior, no me dejo la última vez realizarla"
2,1,10,4,Ha mejorado el envío de SMS o de correo con el código de verificación para validar las transacciones realizadas por la web,Mejorar la estabilidad en las transacciones
2,2,10,5,Me resolvieron la inquietud que tenía en muy poco tiempo,No dejar al cliente tanto tiempo en espera
1,3,10,3,En general pienso que la aplicación es muy fácil de usar.,"Cuando hago transferencias o giros en la aplicación del móvil puedo seleccionar a donde enviar el codigo de verificación,  mientras que usando la aplicación Web, inicialmente manda el codigo el celular,  y en segunda instancia si permite seleccionar celular o correo  electrónico . Yo vivo en Canadá,  por lo que el celular que tengo registrado es el de mi suegro, ya que me dijeron que no puedo registrar mi celular Canadiense. 
La otra sugerencia es alinear la información solicitada en los giros, con la información requerida en el exterior. En mi caso envío dinero entre Colpatria Scotiabank y Scotiabank Toronto. Normalmente el dinero es retenido por el departamento de investigaciones solicitando información adicional."
1,1,9,3,Habitual servicio,No hay comentarios
1,2,9,3,sin mas,nada mas
1,3,10,5,Muy buen servicio,Nada
1,1,9,4,,
2,2,10,4,"Ha mejorado, tiene menos problemas (bugs)",
2,3,10,5,,
1,1,9,4,,Deje de fallar tanto
1,2,10,5,Por su excelente servicio y cumplimiento,todo esta bien gracias  a ustedes!
2,3,10,3,,buena y confiable aplicación
2,1,10,5,,
1,2,10,5,Por la facilidad,Nada
2,3,10,5,,
2,1,10,3,Me parece que en las noches deberia tambien estar habilitada.,Tenerla disponible 24 horas. Solo por mantenimiento periodico desconectarla en las noches.
2,2,10,3,.,
1,3,10,5,,
1,1,10,5,Por el trabajo y me fue muy útil,
2,2,10,5,Rápida y clara,24 horas de servicio
2,3,10,5,Me han solucionado problemas satisfactoriamente,
2,1,10,5,"LA APLICACIÓN ES UN TANTO DIFICIL DE INSTALAR,PERO UNA VEZ INSTALADA ES UNA HERRAMIENTA MUY AMABLE,QUE NOS AHORRA UN TIEMPO CONSIDERABLE EN LOS TRÁMITES BANCARIOS Y EL PAGO DE SERVICIOS.","PARA LOGRAR INSTALAR Y ABRIR LA APLICACIÓN,FUÉ NECESARIO ACUDIR AL ASESOR DEL BANCO. CONSIDERO Y SUGIERO QUE SE REVISE ESTE TEMA"
2,2,9,4,Han creado más servicios virtuales,Pues no la utilizo tanto.. más bien por desconocimiento.. creería que seguir con el acompañamiento y enseñanza..
1,3,10,5,Mas facil,Esta bien
2,1,9,3,para mi es muy buena,
1,2,9,3,Mantienen un buen servicio,Que se puedan descargar certificaciones de cuentas AFC
1,3,10,3,Xq siempre me ha ido muy bien en la banca virtual,No tengo aportes
1,1,10,5,,
2,2,10,4,"No aumento, porque la operación que hice ya es algo conocido.","Si el banco hace una oferta por SMS y pasas a la banca virtual para verificar esta oferta, encuentras que no se ajusta a las condiciones; por ejemplo: recibí un mensaje de texto indicando la posibilidad de abrir un CDT desde $500.000 con una tasa del 13% efectivo anual y cuando fui a revisar dicha información en la plataforma solo ofrecen al 11% efectivo.  
No hay concordancia...  
Así mismo, si el banco tiene este tipo de productos que, supongo tienen algo de personalización, la coincidencia debería ser mayor a la hora de ingresar a la plataforma virtual."
2,3,10,5,Es una app muy fácil de usar y que me permite realizar varias operaciones,Nada
1,1,10,5,porque me parece muy dinamica y sencilla para ingresar,seria como confirmar mediante mensaje de texto o correo que ingrese a la pagina
2,2,9,4,Excelente servicio,Todo ok
2,3,9,5,,"Dejar que se puedan modificar las cuotas desde la app, y pagar a un deuda puntual."
1,1,10,5,Porque logrè mi cometido. Porque sì funciona.  Y ademàs por la atenciòn de su personal.,"Que no se me vuelva a desactivar mi huella.

Ya se me ha desactivado tres veces.  Parece ser que si no hago movimientos me la desactivan y es muy incomodo eso.  

agradezco porque a veces estoy trabajando con mi Banco Colpatria por la aplicaciòn o a travès de la huella y me funciona de las dos formas muy bien.  Esto es un punto adiconal.

Pero que no me desactiven màs mi huella por favor."
2,2,10,3,Son mis opciones de rutina,Me encuentro cómoda con la banca virtual
1,3,9,5,,
1,1,9,3,Ya tengo muy buen concepto del banco,Asi está bien
1,2,10,5,Se agiliza y es segura,Sería bueno saber cuánto es el interés por compras
1,3,10,5,Es ágil y seguro,Mantenerse así
2,1,9,5,,
1,2,10,4,La transacción se hizo fácil y segura. El banco provee mucha seguridad y eso hace que uno se sienta tranquilo.,
1,3,10,5,Para mi el banco es muy importante. Me gusta poder hacer mis transacciones en forma segura y oportuna.,La verdad no lo sé-
1,1,10,3,,Proporcionar la posibilidad de editar el correo electrónico y número celular en banca virtual. También activar y desactivar la notificaciones electrónicas al correo y/o número celular
1,2,10,3,Siempre me han prestado un buen servicio,
1,3,9,5,FACIL,
2,1,9,4,Porque es bastante sgil,Por el momento me siento a gusto.
2,2,10,5,"Porque fué segura, eficiente y fácil","QUE POR FAVOR SEA CADA VEZ MAS SEGURA, SENCILLA DE USAR Y QUE SIEMPRE ESTÉ DISPONIBLE PARA EL CLIENTE"
2,3,9,4,Tenia problemas con los códigos enviados al correo o por mensaje de texto para realizar transacciones. Están llegando  pero  se demoran mucho haste un minuto  he contabilizado y cuando llega la aplicación ya ha cerrado.,corregir lo comentado en la respuesta anterior
1,1,10,5,Excelente velocidad,Mantenerla
1,2,10,5,Es muy fácil de manejar.,Pues para mi es oerfecta
1,3,10,3,Todo bien,Nada
2,1,9,4,Porque las transacciones se realizan de manera ágil y segura,No tengo recomendación
1,2,10,4,Es buena,Nada
1,3,10,1,ES UN BUEN SISTEMA Y SERVICIO,nECESITO UN PRESTAMO O UNA TARJHETA DE CREDITO
2,1,10,3,,
2,2,10,5,rapidez,mas agilidad
1,3,10,4,,
2,1,10,3,porque siempre me ha parecido muy buen servicio,"nada, siempre me funciona muy bien"
1,2,10,5,Es eficiente,Gracias
1,3,10,5,,
2,1,10,4,,
1,2,10,4,por sus excelentes servicios y atención personalizada.,La atención  Telefonica es demasiado demorada.
1,3,10,5,Agilidad para obtener los servicios que brindan,"Tener un banco de preguntas frecuente, o videos de guía."
1,1,10,5,Por la agilidad y el tiempo que ahorro,Todo bien
2,2,10,5,Fácil manejo.,
1,3,10,4,servicio,no tengo recomendación por ahora
1,1,10,5,Muy fácil y rápido,Que las transferencias a otros bancos sea más rápido
1,2,9,3,,
1,3,10,5,Por toda la facilidad de tener todo a la mano,Así como está me gusta no le cambiaria nada
2,1,10,4,NO HAY CASI CAJEROS CERCANOS PARA RETIRAR,MAS CAJEROS INSTALADOS DENTRO LOS CENTROS COMERCIALES
2,2,10,4,,
1,3,10,3,"La app funciona bastante bien en realidad, hasta ahora no e tenido fallas con ella y es muy completa para mi concepto.",En realidad no mucho como dije en la pregunta anterior siento que esta muy completa la app y no tiene fallas.
2,1,10,3,"Tanto la App como la Banca Virtual siempre han sido muy buenas, eso no ha cambiado ni para mejor o peor.",
2,2,10,5,facilidad en todo,por ahora nada
1,3,10,5,Porque hasta el momento no he tenido inconveniente con el servicio prestado y los débitos por concepto de pagos a terceros han sido oportunos,Hasta el momento no he tenido problemas
1,1,10,3,,
1,2,9,5,Muy amable y me colaboró,Seguir dando un buen servicio
1,3,10,4,No me aparecieron errores,Sería excelente ver qué tipos de préstamos están preaprobados o disponibles.
2,1,10,3,Esta bien,Es perfecta
1,2,9,4,Por la agilidad en que pude solucionar mi caso,"Todo bien, no la uso mucho me gusta mas la PC de escritorio"
2,3,10,3,El proceso es igual,
1,1,10,5,EXCELENTE ATENCION Y SERVICIO,LOS HORARIOS
1,2,10,5,todo bien,todo está bien
1,3,10,4,Más rápida y eficiente,Mirara mis ingresos y darme un credito
1,1,10,5,Por sus productos,Me parece bien
1,2,10,5,Por la seguridad y confianza q me genera,"seguir asi , no aflojar"
2,3,10,5,Responsabilidad. Impecsble transaccion. Estoy extremadamente satisfacho con el.banco,Seguir asi.
1,1,10,3,Siempre es buena,Por ahora esta bien
1,2,10,5,Es ágil aunque me preocupa que su sistema no identifica inmediatamente los pagos y envían correos de no pago cuando ya el pago ha sido efectuado,Siento que sería interesante que fuera un poco más clara y amigable en realidad me gusta la idea de tener la posibilidad de pagar mis cuentas o mis tarjetas que poseo con el banco
1,3,9,5,Por necesidad de pagos que atraves de la virtualidad puedo realizar,No tengo nada más que agregar
2,1,9,3,El servicio siempre ha Sido excelente,El servicio es excelente
1,2,9,5,PORQUE NUNCA ME HAN FALLADO.,NO SABRIA DECIRLES.
2,3,10,5,Seguridad y confianza,Reducir las tasas de servicio y por ende los intereses de Inter me ediaci ok n
2,1,10,5,Es fácil y no tengo problemas muy estable y confiable la plataforma,No tengo comentarios
1,2,10,5,Amabilidad y solución,
1,3,9,3,,
1,1,10,5,Muy rápida,Todo está bien asta el momento gracias
1,2,9,4,,
1,3,10,5,Excelente servicio,Todo esta bien
1,1,10,5,Rapidez,
1,2,10,5,Porque todo lo que necesite lo hice muy rápido y ágil,"Para mí todo está bien y lo que más me gusta es que tienen muchos filtros de seguridad.
Excelente por eso"
1,3,10,5,Quisiera activar producto por medio de la banca virtual,Acceso para activar producto como solicitar tarjeta de crédito
1,1,10,5,La aplicación es eficiente y confiable,
1,2,10,5,,
1,3,10,5,"Es muy fácil de utilizar y segura, me permite ingresar y hacer transferencias sin tanto enrredo, no me cobra por realizar transacciones y puedo ahorrar en la cuenta bolsillo sin sentir tentación de sacara el dinero ya que lo deja aparte y fuera de mi alcance visual",
1,1,10,5,Por sus servicios,
1,2,9,4,Sencillez en la gestión que tuve que realizar.,Últimamente la App no permite acceder con el biométrico.
2,3,9,5,,
2,1,10,3,Es Funcional y llena mis necesidades,No tengo sugerencia por el momento.
2,2,9,3,,
1,3,10,5,Excelente servicio,.
2,1,9,4,"Fácil manejo,",Tener más puntos fuera de ciudades
2,2,10,5,Funciona bien  rápido efectivamente,
1,3,10,5,,
2,1,10,5,Me respondió eficiente mente,Más facilidad  al hacer pagos
1,2,10,5,He tenido una muy buena experiencia con el servicio,
1,3,10,5,"Amigable, muy fácil de usar",
2,1,10,5,La atencion es muy buena y la personas que atienden el tel son muy amables,todo ok
1,2,9,4,,
2,3,9,5,,Llevo muchos años en colpatria y me ha ido muy bien
2,1,10,5,Rápida y segura.,"Por qué están cerrando tantas oficinas?
Se que la pregunta no tiene que ver con la respuesta, pero es un excelente banco y muy confiable, es preocupante el cierre de tanta oficina.

Con tanto robo y jaqueo de cuentas, deben continuar mejorando la seguridad en las transacciones y cuentas de los usuarios."
1,2,10,5,"tengo confianza y seguridad con su institución,",continuar brindandonos confianza y seguridad
1,3,10,3,La calidad en el servicio se sostiene.,Incluir como servicio el pago del impueto predial y que se pueda pagar con tarjeta de crédito.
1,1,10,5,Todos los servicios son excelentes,
1,2,10,5,,
3,3,9,5,Error qué cometí el grupo asesor me colaboró altamente,No sé
1,1,10,4,La recomendaria y la uso minimo 4 dias a la semana,
1,2,10,5,Siempre rapida,Todo está bien
1,3,10,4,"Me parece que que es muy eficiente, segura y rapida, gracias",De verdad en este momento no se me ocurre nada mas
2,1,10,3,,
2,2,9,3,"Se ha mantenido similar, no han habido cambios",Hacer diferentes bolsillos para adminsitrar mejor el dinero
1,3,9,3,La percepción del servicio en procesos virtuales es buena y estable; no he notado nada diferente o agregado,"La implementación de notificaciones vía celular o correo electrónico, de los depósitos o consignaciones a la cuenta, como ocurre muy eficazmente con los retiros en cajeros automáticos o compras.
También notificar automáticamente por los mismos medios indicados, las operaciones en cajas de las oficinas; sean retiros o consignaciones en efectivo; independiente del soporte físico que entregan."
2,1,10,3,Mi apreciacion es buena,Permitir modificar los topes de transacciones  solo permite 10 pagos en pse y no se pueden aumentar yo pago mas de 40 facturas en linea por lo tanto debo hacerlo durante 4 dias y antes no era asi
1,2,9,3,DIFICULTAD EN PODERSE COMUNICAR TELEFONICAMNENTE.,Mejorar la atención telefónica.
2,3,9,5,Porque esta se realizó de una manera amigable y ágil,"Aunque la seguridad es importante en el banco, buscar mejorar cada día más en este aspecto"
1,1,10,5,Fácil y rapido,Que los códigos lleguen más rapido
1,2,9,5,rapisa y segura,veo muy bien la app hasta ahora
1,3,10,5,Por la seguridad y agilidad que brinda,Por qué el anuncio de alerta cuando se pagan facturas y por qué digitar toda la dirección web?
2,2,10,5,Rapidez y confianza,mejorar tiempo en transferencias a otros
1,3,10,2,Seria bueno que las cuentas de bolsillo se puedan nombrar,Que en las cuentas de bolsillo se puedan nombrar
2,1,10,5,apoyo financiero,siento que todo esta bien
2,2,10,5,ES MUY AMIGABLE,MEJORAR LA VELOCIDAD DE BUSQUEDA ...PATINA UN POCO PARA VER SALDOS
1,3,10,3,,
1,1,10,5,Flexibilidad,Seguir obstruyendo
1,2,10,5,Muy buen servicio y la seguridad que tiene,Como esta memparece bien avces los cajeros pasan fuera de servicio
1,3,10,5,,
1,1,10,5,Fue muy fácil hacer transacciones,Una manera más fácil para poder actualizar datos personales
1,2,10,5,Los servicios he información generada por los asesores del banco han sido excelentes.,Hasta el momento tengo muy buena experiencia.. talvez hayan cosas que se deban mejorar pero en este momento no tengo comentarios al respecto
2,3,10,2,"Por que no ha sido posible un pago por PSP a una entidad bancaria, en dos ocasiones la han rechazado porque la página de Scotiabank no abre cuando Se va a realizar el pago",Nunca había presentado problemas de coneccion hasta el 17 y 18 de diciembre 2023
2,1,10,5,Por la facilidad y la rapidez conque efectúe mi transacción.,La Banca virtual como esta cumple con todas mis expectativas de este sistema bancario.
2,2,10,5,,
1,3,10,5,Por la seguridad virtual,Hasta el momento iteresante
2,1,9,3,Siempre me ha sido fácil su uso,No tengo idea
2,2,9,3,No hay nuevos servicios,
1,3,10,3,Me gusta colpatria,
2,1,10,5,Considero que el servicio que me han prestado ha aumentado en calidad y ello me ha incrementado mi confianza en el banco.,Sinceramente no tengo comentarios al respecto.
1,2,10,5,"vi mas servicios para pagar virtual, su pagina es facil y agil.","me gustaria que se pudiera descargar los movimientos facil aportes y retiros excel o pdf
que cuando exista alguna consulta se pueda crear la clave telefonica por medio virtual y pues si uno quiere hablar con un asesor solo por la linea y no tienes clave es complicado generarla"
2,3,10,5,"Es buena, rapida y facil de interactuar con ella",
2,1,10,3,Veo la plataforma igual de agil,Me siento satisfecho y comodo
2,2,10,3,En muchas ocasiones es imposible ingresar a la plataforma,Más agilidad tecnologica
2,3,10,3,Tengo una buena opinión de la aplicación,Sin comentarios
2,1,10,3,Porque con estar con una maquina no es agradable y se teme q la llamada se corte,Q conteste un funcionario
1,2,10,3,,
2,3,9,5,Porque facilita la forma de hacer las transacciones,"Atención con las fechas de vencimiento de los servicios públicos... La del agua y gas las tienen mal en el sistema de colpatria, la del agua dice la fecha de suspensión del servicio en lugar de fecha de pago oportuno, y la del gas indica que se vence todos los días, no da la fecha de pago oportuno"
1,1,10,5,"Es muy buena cuenta de ahorro, super confiable.",Quisiera poder colocarles nombres a mis bolsillos de ahorro
1,2,10,5,"Cuando inicie a utilizarla no me gusto, pero con el tiempo me encanta, pago servicios, transfiero, realizo recargas y por PSE recargo la tarjeta tu llave, pago en almacenes, me ha hecho mas fácil las cosas","Que los cajeros estén siempre al servicio del cliente, en ocasiones están fuera de servicio, o sin dinero y debo acudir a otros cajeros de los cuales hay que pagar."
1,3,10,5,La facilidad de las operaciones.,Para mí está bien.
1,1,9,5,Operación sencilla y efectiva,"Por ahora, no tengo problemas"
1,2,10,3,,Que crearán bolsillos para separar el dinero
1,3,9,3,Siempre ha sido amigable y me ha permitido hacer los movimientos que necesito,
1,1,10,5,Porque me parece una entidad bancaria seria y responsable muy buena atención de parte de los asesores yo estoy contenta,Onestamente estoy muy contenta nada más que pedir
3,2,10,3,Solo realice una consulta relacionada de mis productos,Minimizar Tiempo de espera
1,3,9,5,No dispongo de tiempo para desplazarme al banco y en la banca virtual me ha ido muy bien hasta el momento,tal vez ampliar mas servicios
1,1,10,5,Es práctica y me ayuda a gestionar mis productos de forma fácil y segura,Está ok
2,2,9,3,La pagina presenta fallas algunas veces,Solucionando los inconvenientes con la pagina de la banca virtual
2,3,9,5,Por que es muy buena y mas segura,Para mejorar la Banca Virtual es que uno pueda entrar sin necesidad de uno registrarse.
2,1,10,4,Me gustan los filtros nuevos para autenticar transacciones,Para mi la experiencia es rápida y segura
1,2,10,3,La utilizo para lo básico pago de Servicios y pago de la misma tarjeta,Es tender la hora de funcionamiento seria bastante util
2,3,10,5,"ÁGIL, CONFIABLE Y SEGURA",NO ENCUENTRO OBJECIONES
2,1,9,4,La chica que me atendio fue muy eficiente,
1,2,10,3,,
2,3,9,3,Todo estuvo igual,Cuando el sistema recibe un pago frecuente y se va a realizar el pago dice que es programado. Los pagos pendientes aparecen con fecha vencida aunque esté vigente.
1,1,10,5,"Es fácil de usar y tiene medidas de seguridad, que hasta el momento me han funcionado bien.",Cada vez trabajar más en la actualización de medidas de seguridad que es lo que preocupa en la actualidad.
3,2,10,5,excelente atención,"Dar más explicaciones sobre los seguros que se tienen con el banco.
Personalmente pago varios seguros a scotiabank y no sé que tengo asegurado."
1,3,10,5,Es muy fácil de usar y se pueden realizar diferentes consultas o transacciones sin salir de casa,"Nada, todo funciona bien"
1,1,10,5,Esta bien diseñada,Permitir el cambio de una cuota a alguna transacción
2,2,9,3,,
1,3,10,5,,Excelente
2,1,9,5,"Seguridad, Comunicación veraz y oportuna, agilidad en las transacciones.",
1,2,10,5,Muy eficiente,Todo bien
2,3,10,5,Facilidad actualidad facilidad y Seguridad,Mejorar mi portafolio de productos. In ustedes
1,1,9,3,,
1,2,10,5,,Mejorar en el tema de las transferencias entre bancos diferentes
1,3,10,5,"Scotianbank Colpatria me hace cómodo mis pagos desde la comodidad del lugar donde yo estè, hago todo con respecto a lo bancario","Con respecto a la banca virtual y aplicación móvil me encuentro supremamente satisfecha, pero con respecto a los cajeros multifuncionales si tengo que acotar que a veces están fuera de servicio y ahí si me complican el tiempo."
1,1,10,5,Tienen un buen servicio,Me parece bien todo
1,2,10,5,Buen cervicio,No cobrar manejo de tarjeta
2,3,10,3,siempre me ha parecido buena,no tengo sugerencias
1,1,10,5,Un buen servicio,Tiene buen servicio al cliente
2,2,10,5,Pagos obligaciones y avance,Ninguna
